default,balance
0,928.0600783
0,304.5992239
0,235.9394977
0,1108.053518
0,687.306397
0,60.18603613
0,0
0,272.8932571
1,1531.716459
0,949.6086485
0,561.9161785
0,468.1325222
0,993.10817
0,0
0,759.4783692
0,1340.787209
0,1521.463396
0,133.7433443
1,780.1725692
0,839.9154583
0,913.5058729
0,924.8814415
0,1197.831505
0,49.2096659
0,970.7160966
0,783.0574005
0,465.0628886
0,0
0,732.2642676
0,576.0912613
0,588.9910563
0,863.1407178
0,857.575734
0,361.5017311
0,891.1554271
0,918.122206
0,1335.028018
0,421.4008434
0,743.6361445
0,773.7403725
0,731.3934722
0,964.1889227
0,350.0151843
0,1206.661362
0,1051.947573
0,454.7603707
0,932.6653075
0,535.7458465
0,241.8052522
0,1026.50671
0,187.6798856
0,197.5383215
0,585.7080883
0,1947.022401
0,829.5475975
0,196.9384595
0,591.863619
0,0
0,1008.291619
0,1052.227478
0,331.6805267
0,913.107204
0,561.3916122
0,246.955463
0,578.9786101
0,557.8087771
0,788.2517516
0,1060.807429
0,1247.907029
0,1184.360723
0,1024.578238
0,1080.291656
0,540.2790448
0,1448.835465
0,561.1940353
0,1191.480307
0,565.1389875
0,482.9821952
0,950.3500933
0,350.7029135
1,1551.023469
0,981.5962751
0,1442.129805
0,1060.33586
0,1154.890792
0,544.1397693
0,1137.175454
0,414.0840495
0,436.0083144
0,987.8147997
0,679.3918418
0,1377.772007
0,856.8119605
0,1036.676833
0,0
0,961.4720707
0,275.9880913
0,426.6935421
0,290.2519082
0,934.9697035
0,668.9911556
0,2004.727568
0,1312.86573
0,662.2735565
0,524.639806
0,1212.589568
0,961.3157694
1,1504.290178
0,613.656318
0,1233.343605
0,1221.385959
0,1217.056807
0,628.7576984
0,819.0973161
0,843.4934551
0,1173.559815
0,1195.590283
0,1202.883124
0,24.87182349
0,853.2414216
0,398.7757053
0,1521.172396
0,1160.221793
0,985.6140627
0,583.8207193
0,638.6919826
0,384.9977195
0,1050.764231
1,1871.938387
0,793.7617176
0,591.6606513
0,419.4764413
0,514.2838902
0,1027.895035
0,1029.681549
0,953.6263238
0,1463.337765
0,1172.459499
0,548.2728639
0,1752.883789
0,555.9206802
0,1560.931752
0,839.8835566
0,1112.817978
0,1309.253772
0,940.5908748
0,1019.248977
0,433.6690195
0,1015.115425
0,75.17766307
0,1050.316376
0,48.91185684
0,1721.64778
0,1607.35144
0,1180.447542
0,609.8771346
0,1054.200208
0,793.8204657
0,879.6756179
0,1237.647422
0,1412.764358
0,1174.716483
0,363.3448038
0,919.4857763
0,1195.05967
0,794.1377878
0,10.18881851
0,0
0,498.5059792
0,1227.161107
1,1902.612991
0,1059.204637
0,450.3053908
0,418.5398704
0,1070.480677
0,1306.770573
0,1315.337298
0,74.5334252
0,66.15233049
0,56.42071165
0,1056.596875
0,259.2375778
0,1143.692578
0,0
0,877.7939338
0,919.077555
0,94.93247587
0,333.3741889
0,197.9107165
0,624.910088
0,138.2522518
0,787.5517717
0,1030.927564
0,1049.747643
0,0
0,1130.056787
0,795.5412235
0,1503.596238
0,436.1350124
0,800.7055933
1,1881.049952
0,1445.45803
0,1166.100236
0,163.7471037
0,0
0,1322.052937
0,1283.523253
0,1000.898434
0,249.860323
0,500.2221784
0,568.0944851
0,1047.085154
0,186.6683743
0,782.778332
0,388.5483505
0,842.5722263
0,556.1156313
0,1234.578618
0,412.8943419
0,683.3573938
0,872.2261716
0,415.7654285
0,1518.018809
0,254.3944552
0,1507.249195
0,900.5675031
0,595.1451336
0,163.9398231
0,389.6132519
0,1334.97118
0,1961.728657
0,1173.161493
0,1102.418242
0,1228.907919
1,1505.831475
0,1217.623913
0,843.159091
0,1004.532904
0,294.0629444
0,484.7234795
0,775.5561388
0,1339.312769
0,801.8550344
0,551.8871003
0,522.3811806
0,1237.454723
0,320.0059169
0,960.6700306
0,272.0195177
0,927.1659182
0,75.79525931
0,1285.851381
0,1471.775073
0,808.0147191
0,747.3535557
0,327.7957317
0,851.3417919
0,110.8543651
0,541.7555693
0,0
0,1201.360264
0,57.2198379
0,785.0934846
0,383.6396643
0,1107.304157
0,396.9859854
0,0
0,924.2415348
0,602.4937249
0,828.739825
0,1.611175572
0,894.0057891
0,1234.476479
0,406.0139804
0,1051.998449
0,1085.83808
0,1656.173272
0,242.6526089
0,602.3064955
0,187.5973026
0,331.2970819
0,911.3877951
0,391.4082005
0,1450.349184
0,819.9169885
0,1590.176413
0,1256.61487
1,1889.33211
0,743.6853749
0,343.1944994
0,534.9731547
0,1207.697906
0,564.8138972
0,495.3652633
0,902.5138231
0,1741.273354
0,1166.642625
0,631.15977
0,1076.977966
1,1243.554025
0,2113.019023
0,1296.060997
0,1088.674077
0,824.7317041
0,684.2948414
0,37.3648865
0,878.1490055
0,904.2415222
0,942.042215
0,957.4925363
0,285.2908758
0,1468.382748
0,322.7130195
0,414.1340631
0,1105.002812
0,0.445756769
0,619.7013996
0,293.8693202
0,637.3827283
0,1109.528617
0,1223.112944
0,1183.69295
0,569.7908726
0,625.5319229
0,833.6552993
0,866.0459226
0,945.4798492
0,1554.845545
0,575.7683453
0,1141.603687
0,1146.64022
0,0
0,434.7147713
0,1026.13443
0,1302.797206
0,690.7058706
0,574.4516329
0,0
0,251.3060237
0,1252.113954
0,207.8952069
1,1753.084389
0,1279.935227
0,862.8765137
0,1143.541405
0,1253.18164
0,624.0839722
0,1027.86107
1,1964.014684
0,752.4261091
0,953.9298177
0,773.2042127
0,432.7910885
0,797.7340162
0,240.8415528
0,662.3158574
0,1056.36555
0,741.0875961
0,0
0,981.9544898
0,1569.835666
0,136.5055213
0,731.9517153
0,717.8107678
0,1005.176223
0,561.9283609
1,2033.19179
0,638.8174557
0,1104.949687
0,0
0,633.7666725
0,1526.025134
0,522.7662715
0,853.1031276
0,1225.225152
0,1559.627869
0,260.3399357
0,1320.943245
0,1443.64839
0,791.6382334
0,922.6664691
0,80.75286364
0,193.3585386
0,939.0985018
0,1336.803015
1,1488.779562
0,375.1967469
0,773.3811632
0,581.4231695
0,461.0502494
1,1424.559323
0,1139.396214
0,1032.20327
0,96.64183869
0,338.7794082
0,1331.425462
0,0
0,616.25397
0,599.8008625
0,1466.56289
0,593.3038909
0,786.98126
0,926.9853267
0,1175.420433
0,1697.749667
0,575.5143833
0,1386.302444
0,1222.245092
0,1556.194194
0,1103.92188
1,1496.07211
0,975.642874
0,781.1742571
0,940.4354663
0,375.32962
0,627.8761333
0,1304.383209
0,1496.23237
0,1005.593829
0,828.8577543
0,1144.35852
0,1386.191949
0,1321.805206
0,1121.151251
0,547.8633422
0,813.9973412
0,75.18398526
0,598.2192978
0,63.03632327
0,0
0,1553.703309
0,813.7160939
0,1386.176753
0,933.7673154
0,1240.0956
0,0
0,613.5818624
0,253.5167956
0,947.8858454
0,112.8119095
0,827.0413054
0,484.679499
0,271.2497049
0,1018.248906
0,0
0,0
0,1101.803715
0,1471.897822
0,1057.71318
0,352.5505372
0,1029.819308
0,1308.663094
0,1581.790489
0,918.1189019
0,637.8002911
0,369.041788
0,985.0926986
0,306.9569266
0,1205.913239
0,1079.502963
0,555.2884886
0,905.0116944
0,1348.956074
0,1461.833249
0,443.4469923
1,2024.105018
0,1516.551152
0,520.5576465
0,850.5480987
0,926.4896733
0,1275.824225
0,249.5983832
0,1564.471411
0,443.1755645
0,323.5469083
0,512.3202025
0,524.7606336
0,741.4204609
0,1994.049188
0,1175.715193
0,284.0487757
0,565.5053845
0,47.74566544
0,776.9548658
0,353.7390971
0,76.13224922
0,839.6035976
0,754.4840226
0,833.1207736
0,277.2949179
0,1594.697189
0,0
0,1281.617091
0,1469.703786
0,0
0,891.403241
0,493.7649099
0,884.6140116
0,0
0,1028.520386
0,425.8317403
0,1132.358062
0,965.2738039
1,2499.01675
0,1435.181264
0,1391.19636
0,1804.413369
0,321.7950672
0,1506.669829
1,1402.267516
1,1379.430717
0,1232.978729
0,134.8580208
0,422.9140174
0,1373.564213
0,661.4258876
0,1427.718421
0,938.6378621
0,608.4289941
0,1477.532394
0,1470.588741
0,1488.598859
0,0
0,328.0383342
0,1333.806128
0,764.5347169
0,110.326679
1,2502.684931
0,604.3155154
0,1595.288158
0,0
0,440.6376501
0,876.9186246
0,1366.890314
0,1129.975937
0,1077.020824
0,1411.074241
0,0
0,861.652948
0,1185.661115
0,901.5539184
0,773.7302157
0,1387.973385
0,1207.694726
0,455.7164377
0,550.8950488
0,1484.805423
0,441.6261268
0,810.4120752
0,1137.039899
0,1402.407716
0,1541.812806
0,898.9807259
0,700.3311593
0,895.4580635
0,770.1321919
0,841.951731
0,44.31361993
0,377.3003603
0,264.8011505
0,522.0216391
0,1681.916005
0,1069.539368
0,375.7009493
0,670.991526
0,318.9125682
0,955.1202176
0,1123.793439
0,993.5808787
0,278.8052603
0,1553.289604
0,0
0,483.5913011
0,311.5305491
0,536.2538616
0,127.7079183
1,1507.333948
0,1351.03593
0,723.1989866
0,1041.202799
0,1102.110109
0,420.3702643
1,1278.4073
0,542.469658
0,401.8290422
0,506.5058716
0,1160.499604
0,1277.795913
0,1200.624471
0,1418.586072
0,480.3397036
0,370.5300188
0,737.6852405
0,501.921446
0,1682.201224
0,813.4527916
0,683.8262514
0,1036.600444
0,471.1433887
0,336.4196404
0,443.7230439
0,967.1388884
0,549.2759696
0,1601.160056
0,902.1378198
0,0
0,1433.183548
0,502.7977355
0,433.4528187
0,406.4267183
0,935.481005
0,1545.830641
0,93.94056279
0,192.4111547
0,716.9202275
0,1157.139538
0,72.16974028
0,1417.268258
0,1195.483956
0,559.1186503
0,0
0,359.2257409
1,2123.369217
0,1316.542384
0,1172.30089
0,1453.083637
0,323.9570867
0,1152.550664
0,1333.998166
0,709.6586991
0,731.3091222
0,279.3155744
0,0
0,630.704463
0,543.0371297
0,618.881502
0,1053.161735
0,0
0,1762.352183
0,0
0,469.1519745
0,699.7625588
0,446.1427252
0,571.1799476
0,952.3348213
0,584.6670228
0,174.3678659
0,671.8017009
0,1339.55551
0,0
0,1579.070977
0,917.3235409
0,251.4282215
0,998.3620611
0,828.2325106
0,1500.283089
0,1142.637976
0,1415.198823
0,198.7309179
0,341.7692502
0,146.7353634
0,1576.306916
0,1830.471547
0,368.8007286
0,1026.576284
0,0
0,241.3360311
0,1272.053891
0,361.2007027
0,1464.009916
0,815.0774084
0,1026.128247
0,630.7255595
0,1624.126432
0,744.7326369
0,1439.296779
0,1491.050998
0,0
0,1162.699796
0,1463.593161
0,1309.697543
0,920.6474223
0,6.318864439
0,128.9911619
0,1323.289063
0,383.2157693
0,267.380973
0,429.074698
0,711.003891
0,309.5241479
0,1317.926258
0,427.3328427
0,872.8569657
0,1105.556173
0,678.0189216
0,1164.63073
0,214.9016261
0,721.5867078
0,224.338769
0,1199.237774
0,580.0545844
0,821.4936019
0,602.8629316
0,377.7676037
0,727.632558
0,600.4308598
0,993.5916771
0,1096.587037
0,1603.333397
0,1146.971428
0,1342.17534
0,1663.687014
0,1005.247966
0,962.8949273
0,1092.620656
0,919.3433464
0,176.8405782
0,460.6044655
0,782.5448463
0,613.7429339
0,362.1034983
0,861.6819237
0,936.4734896
0,1222.737042
0,794.4867872
0,0
1,2220.966201
0,523.2162452
1,1907.377311
0,1809.463468
0,1392.261315
0,1349.466456
0,621.7362508
0,1273.581981
0,636.2405203
0,680.4518871
0,836.8498663
0,1115.10674
0,799.7433408
0,996.3868788
0,1632.808045
0,439.8374803
0,276.7453134
0,1715.315063
0,848.6936359
0,323.5033574
0,793.6122324
0,612.0784475
0,1418.429004
0,1466.939439
0,440.7900554
0,0
0,885.180222
0,635.9697054
0,664.8163017
0,1100.238779
0,1606.320366
0,1704.427857
0,1295.991633
0,468.412124
0,303.7832118
0,971.709025
1,1758.420947
0,1334.701119
0,982.6992113
0,52.03888628
0,401.5035397
0,1456.849378
0,772.9245771
0,1844.361718
0,1015.511397
0,988.6780269
0,1072.744106
0,1576.900672
0,840.1051582
0,1210.438929
0,714.5496128
0,607.094029
0,413.3635225
0,1184.212015
0,273.6022741
0,871.8152195
0,1724.556817
0,1107.40038
0,1161.407345
0,107.6025084
0,136.4220356
0,682.035984
0,791.5303591
0,457.8690747
0,1514.963236
0,816.0938872
0,1241.954243
0,932.2025461
0,608.1084466
0,627.5932466
0,593.0552412
0,187.3101926
0,736.4757788
0,838.0811589
0,511.5159962
0,355.3596461
0,1138.396686
0,828.0049554
0,1218.553005
0,316.0121309
0,480.4697653
0,152.5030074
0,1129.316466
0,887.29064
0,938.4369137
0,1076.665439
1,1575.487818
0,148.1459807
1,1865.635779
0,633.7691889
0,0
0,922.817168
0,4.712141697
0,1198.175927
0,1726.618698
0,1075.219721
0,883.9235437
0,1099.292985
0,948.9651331
0,814.6300753
0,687.2929387
0,693.6715894
0,814.8431184
0,1031.974601
0,1319.483579
0,1366.026022
0,1033.455043
0,0
0,857.5823611
0,1156.289558
0,1713.26359
0,902.9807197
0,212.0421829
0,632.8039803
0,378.0211154
0,999.5380168
0,970.8525458
0,1319.187613
0,286.3299636
0,830.5718756
0,657.5321356
0,786.6410085
0,111.0619105
0,298.2365837
0,819.8586726
1,1790.674983
0,883.4719996
0,384.8313281
1,1567.610704
0,927.7727236
0,796.3261454
0,652.5533166
0,315.0122984
0,1609.797453
0,851.7962751
0,460.2078669
0,1203.828964
1,2074.807589
0,1243.708322
0,1373.037835
0,449.4126863
0,126.5585946
0,387.2361429
1,2332.878254
0,1359.438493
0,469.3317131
0,111.2949539
0,1443.875165
0,396.820316
0,146.1511448
0,607.2000058
0,1708.149967
0,956.533337
0,676.6132706
0,238.3181069
0,0
0,740.7379512
0,933.7116933
0,860.0343646
0,1032.940825
0,0
0,835.2734997
0,188.4087559
0,506.3249831
0,496.7518122
0,739.1794564
0,916.5369368
0,1559.752146
0,392.2395399
0,1065.82556
0,523.7088979
0,789.564771
0,805.1953048
0,1255.543375
0,654.808846
0,716.7649108
0,686.0723086
0,1530.370017
0,879.3738243
0,738.3278043
0,1647.426764
0,503.2166226
0,215.0253294
0,820.656301
0,990.6748042
0,914.1064962
0,1021.011613
0,1143.431379
0,763.3973889
1,1532.3263
0,1860.741148
0,1101.296311
0,541.9968025
0,696.5835269
0,1536.232276
0,1333.197313
0,869.509201
0,1048.55214
0,12.07926653
0,699.3825817
0,855.4263748
0,562.3041982
0,62.17004972
0,977.8897501
0,1685.450623
0,1257.79532
0,671.784325
0,63.09747039
0,686.3844319
0,582.944764
0,808.6251972
0,1077.980307
0,1716.089774
0,417.7275813
0,1300.995166
0,896.678116
0,136.82832
0,29.17509908
0,282.9095623
0,858.5426304
0,864.0471984
0,1225.975008
0,696.4287643
0,1840.217987
0,1227.485273
0,1716.675134
0,330.6224277
0,915.6568136
0,133.0970308
0,420.611587
0,1058.058796
1,1972.16682
0,790.2389859
0,131.6247137
0,0
0,106.2506074
0,712.2537066
0,906.2232258
0,127.4099032
0,1698.071916
0,1448.035606
0,711.4394514
0,326.6289568
0,352.9438765
0,1247.067238
0,439.068967
0,1030.210058
0,0
0,1113.276529
0,1341.077777
1,2269.946966
0,1384.264924
0,0
0,745.8132048
0,909.6336239
0,196.3740083
0,866.1746688
0,1460.747667
0,760.7767006
0,1165.283215
0,1085.425572
0,724.385576
0,114.8844751
0,794.5875684
0,1093.256619
0,943.9378335
1,1861.060871
0,900.8387591
0,1682.796142
0,196.1954156
0,1181.123749
0,1101.15809
0,1506.860473
0,1213.840554
0,547.2463251
0,1708.574079
0,248.0414824
0,386.2650712
0,527.4632744
0,1546.842501
0,0
0,0
0,955.4664338
0,750.8620345
0,1255.748135
0,818.0608834
0,1469.366668
0,331.7207347
1,1456.546056
0,1290.854293
0,711.0304958
0,734.3172028
0,329.2188974
0,1231.506211
0,847.054148
0,811.4289115
0,1656.857598
0,1547.153248
0,590.718726
0,893.9664662
0,0
0,800.15468
0,685.5225351
0,1262.757445
0,770.1150264
0,1181.000359
0,527.653898
0,441.4899198
0,921.9744134
0,875.3623525
0,1033.121155
0,1046.743543
0,1319.706449
0,698.5122051
0,570.9814914
0,842.5417747
0,0
0,850.3848881
0,963.1879064
0,1136.331132
0,1945.490483
0,1442.543601
0,135.6290155
0,423.8769467
0,299.7795953
0,701.5393706
0,283.207207
0,1357.849734
0,1327.864163
0,946.4499823
0,663.5052822
0,115.840084
0,800.4862112
0,640.0638938
0,877.2830136
0,1382.087692
0,751.3945389
0,0
0,1120.703239
0,1312.051431
0,389.0553278
0,861.6904462
0,1079.396005
1,1893.289792
0,337.4959039
0,1142.351706
0,847.0564853
0,1575.238116
0,403.3470535
0,566.5231194
1,2009.685744
0,954.5981678
0,1057.940415
0,381.3874762
0,793.1868556
0,1078.910385
0,1311.098483
0,38.29557625
0,756.2166996
0,56.86937772
0,1189.748039
0,1337.390877
0,1255.499215
0,1211.867926
0,318.8772708
0,336.0705452
0,934.4904926
0,812.4882979
0,1184.683904
0,1737.607593
0,94.12072071
0,994.6744382
0,0
0,1006.46883
0,331.9228185
0,967.1352554
0,132.158429
0,813.7409929
0,0
0,529.264959
0,743.0559317
0,27.7011327
0,1299.924669
0,906.5417626
0,1451.179476
0,1027.566531
0,1047.227421
0,1452.603293
0,1190.544112
1,1858.904515
0,1152.520224
0,831.5951866
0,922.6966762
0,469.4564151
0,474.8292191
0,1485.272118
0,943.3475559
0,1789.464512
0,659.5431977
0,1319.534005
0,514.3682658
0,1244.465198
0,946.8100507
0,535.6860201
0,682.8184588
0,1190.48596
0,171.0011892
0,1238.016616
0,1037.157699
0,464.8353104
0,124.699032
0,667.2030608
0,1111.060998
0,1142.39654
0,778.8301656
0,1412.024755
0,986.081816
0,1251.784019
0,149.0244884
0,465.0855346
0,1031.126796
1,1478.124069
0,789.0007057
0,790.2959403
0,1123.595047
0,1370.109496
0,396.5135872
0,682.0783655
0,338.735981
0,1056.329476
0,927.211781
0,634.6961045
0,833.533113
0,1345.230627
0,550.8989669
0,495.7089542
0,661.4261522
0,136.1995896
0,480.1925853
0,230.8689248
0,93.5701987
0,508.8248517
0,970.5159466
0,1324.296671
0,932.9638468
0,0
